pcap_name,session_identifier,service,protocol,duration,total_count_bytes,total_count_packets,src_count_bytes,dst_count_bytes,src_count_packets,dst_count_packets,src_mean_packet_size,dst_mean_packet_size,src_min_packet_size,dst_min_packet_size,src_max_packet_size,dst_max_packet_size,src_std_packet_size,dst_std_packet_size,src_bytes_per_sec,dst_bytes_per_sec,min_time_delay,max_time_delay,mean_time_delay,std_time_delay,src_port,dst_port,flags,http_method,http_version,http_accept,http_connection,http_user_agent,http_status_code,http_content_length,http_content_type,http_server
zeus.pcap,192.168.10.1__80__192.168.10.5__1081,http,TCP,0.053046,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9897.070467141726049089469517,7766.843871356935489952117031,0.000074,0.052131,0.00663075,0.01719751731900567094178136027,1081,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1083,http,TCP,0.053544,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10645.45047064096817570596145,7507.844016136261766024204393,0.000082,0.052683,0.006693,0.01738261546056864251657548448,1083,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1084,http,TCP,0.053227,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9863.415184023146147631840983,7740.432487271497548236797114,0.000074,0.052338,0.006653375,0.01726719883143687553454596401,1084,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1085,http,TCP,0.053180,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10718.31515607371192177510342,7559.232794283565250094020308,0.000083,0.052298,0.0066475,0.01725429824710353150675399013,1085,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1086,http,TCP,0.052884,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9927.388245972316768776945768,7790.636109220180016640193631,0.000068,0.052000,0.0066105,0.01715565688045782757575734383,1086,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1087,http,TCP,0.053953,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10564.75080162363538635479028,7450.929512724037588271273145,0.000081,0.053102,0.006744125,0.01752165924960804047424465145,1087,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1088,http,TCP,0.053070,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9892.594686263425664217071792,7763.331449029583568871302054,0.000081,0.052152,0.00663375,0.01720431362878217237250274703,1088,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1090,http,TCP,0.012400,4092,11,488,3604,6,5,81.33333333333333,720.8,60,60,186,1514,46.814052970828705,663.3534201313807,39354.83870967741935483870968,290645.1612903225806451612903,0.000074,0.010409,0.001240,0.003070053126576150961966781625,1090,80,FSPA,GET,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,3050,application/octet-stream,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1091,http,TCP,0.052842,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10786.87407743840127171568071,7607.584875667083002157374815,0.000087,0.051898,0.00660525,0.01711908201211443463654302472,1091,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1092,http,TCP,0.052953,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9914.452438955299983003795819,7780.484580665873510471550243,0.000082,0.052018,0.006619125,0.01715919654614909409861531436,1092,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
